y_true,y_pred,text
0,1,"Moim zdaniem w jedzeniu miesa nie ma nic zlego. Ludzie jedza mieso od zawsze i nic im sie dzieje, jest to wrecz zdrowe. Osoby, ktore nie jedza miesa musza suplementowac witamine b12. Swiadczy to o tym, ze mieso jest potrzebne ludziom do prawidlowego funkcjonowania. Osoby, ktore nie jedza miesa maja wieksze szanse, aby zachorowac na anemie albo osteroperoze. Od wiekow poluje sie na zwierzeta, wczesniej ludzie nie zastanawiali sie nad etycznym aspektem tej sprawy. Dodatkowo, nie mozna zabronic komus jesc miesa, bo bedzie to ograniczenie wolnosci. Wiekszosc osob od dziecinstwa jest przyzwyczajona do tradycyjnych potraw, ktore zawieraja mieso."
1,0,"Żywność GMO to szansa dla ludzkości, szczególnie w dzisiejszym świecie. Już teraz niektóre obszary świata nie nadają się do uprawiania żywności. GMO jest w stanie pomóc - np. na terenach, gdzie warunki klimatyczne są zbyt ekstremalne, jak Afryka Subsaharyjska. GMO może przynieść więcej korzyści w obliczu przyspieszających zmian klimatu. Już teraz prowadzi się badania nad zbożem, które po modyfikacji ma pochłaniać więcej dwutlenku węgla. Istotnym argumentem jest fakt, że nic co jemy nie jest naturalnie - od kiedy ludzkość zaczęła prowadzić osiadły tryb życia, rolnicy prowadzili naturalne modyfikacje genetyczne, krzyżując ze sobą gatunki o pożądanych cechach. Modyfikacje roślin nie są więc zagrożeniem. Podsumowując, GMO jest nadzieją dla ludzkości na rozwiązanie trapiących dzisiejsze, liczebne społeczeństwo problemów."
0,1,"Zawsze tylko telefon. idąc ulicą gapi się w telefon. Rozmawiając z kimś cały czas tylko telefon. Co jakieś powiadomienie to rzucić tylko telefon. Zamiast bawić się na imprezie też tylko snapy i instories. Nie ważne co w realu, liczą się tylko te lajki. A osoba która powinna być w danym momencie np na spotkaniu. najważniejsza też schodzi na drugi plan. Randkowanie, poznawanie ogólnie nowych osób też przez internet. A tam każdy może kreować siebie jak chce bądź być co gorsza jakimś oszustem, podszywać się pod kogoś. W kinie też nie odłoży telefonu bo oczywiście trzeba nagrywać na sali, njlepiej z włączoną lampą błyskową że się jest w kinie. Spłycają się autorytety. Młodzież zamiast coś mądrego poczytać, obejrzeć, wpatrzona jest tylko w tzw influencerów którzy poza nabijaniem sobie przez te lajki kasy, od naiwnych dzieciaków nic inteligentnego do powiedzenia nie ma. Ogólnie rzecz biorąc ogranicza to nas bardziej niż poszerza horyzonty. Uzależnia i odrywa od realności która powinna być najważniejsza bo życie mamy jedno prawdziwe,a nie to mało ważnie wirtualne."
0,1,"Sytuacja polityczna jest bardzo zła. W Polsce rządzi partia prawicowa, a tak naprawdę to losy Polski są zagrożone, Unia daje wyraźne sygnały, że u nas nic nie działa prawidłowo, rządzący podporządkowują sobie wszystko, chociażby sądy. Pieniądze z krajowego budżetu rozdawane są na mało ważne problemy, a te ważne zostają coraz bardziej w tyle. Służba zdrowia, oświata, górnictwo, rolnictwo, to wszystko potrzebuje konkretnych rozwiązań, a politycy nic z tym nie robią. Oni po prostu nie mają dobrych pomysłów, zjednują sobie wyborców dotacjami typu 500+ i ludzie wielodzietni będą na nich głosować, ale czy to dobry plan?
"
1,0,"Uważam, że jedzenie mięsa jest złe ze względów etycznych. Zwierzęta są istotami, które czują. Odczuwają zarówno ból, którego doświadczają podczas gdy są zabijane, jak również potrafią świadomie odczuwać bodźce związane z byciem żywym. Tak więc, zabijając zwierzę, nie tylko zadajemy mu ból, ale także pozbawiamy je tego wspaniałego daru, jakim jest życie. Ponadto, często zwierzęta przeznaczane na pokarm są przechowywane w bardzo złych warunkach, przez co ich egzystencja jest jednym wielkim bólem. Kim jest człowiek, żeby dawać sobie przyzwolenie na odbieranie życia innej żywej i czującej istocie? Czy to jest w ogóle ludzkie, że zabijamy istoty, które mają świadomość, że są zabijane? Czy jedna istota zabijająca druga istotę, nie mając takiej konieczności, może być w ogóle nazwana człowiekiem? Czy może powinno się ją nazywać zwierzęciem? A może i to za dużo?  Osobnym problemem są kwestie zdrowotne. Bardzo dużo słyszy się przecież o wegetarianach, którzy mogą poszczycić się świetnym zdrowiem. Czytałem także historie ludzi, którzy przechodząc na wegetarianizm potrafili wyleczyć się z raka. Jeśli potrzebujesz kolejnych argumentów za tym, że jedzenie mięsa jest złe nie tylko dla zwierząt, ale także dla nas, to sprawdź jak dużo CO2 produkują krowy. Czy jest więc faktycznie sens hodowania krów tylko po to, żeby mieć z nich mięso? OK, przejdźmy teraz do kwestii estetycznych i samego jedzenia. Czy nie jest obrzydliwe jeść takie coś jak mięso? Gdy masz spieczonego kurczaka, to może i wygląda on i pachnie ładnie. Ale ile potrzeba przypraw i temperatury, żeby tak zrobić? Spróbuj sobie spojrzeć na żyjącą kurę i wyobrazić sobie, że jesz - obrzydliwe, prawda? Podsumowując, powinniśmy jeść mięso tylko kiedy jest to faktycznie konieczne dla naszego przeżycia. W przeciwnym wypadku, szkodzimy ekologii oraz własnemu zdrowiu i stajemy się zbrodniarzami, które życie żywych istot mają za nic."
0,1,"Uważam, że Ewa Chodakowska nie jest najlepszą i najskuteczniejszą polska trenerką . od niej o wiele lepsza jest Anna Lewandowska. Jej metody przyniosły w stosunku do mnie i moich znajomych oczekiwane rezultaty. Dieta Ewy Chodakowskiej nie sprawdziła się, a wręcz przeciwnie przyniosła efekt tzw. Jojo. Nigdy więcej nie chcę o niej słyszeć oraz o jej skutecznych metodach poprawiających siłę, kondycję, sylwetkę i samopoczucie. Gdybym na sobie samej nie wypróbowała jej przereklamowanych metod, to nigdy bym  nie uwierzyła. Ostrzegam Was przed jej skutecznymi środkami i dietą cud! "
0,1,"Nie powinno sie jesc miesa, poniewaz jest ono szkodliwe dla ludzkiego organizmu. Nie jestesmy naturalnymy miesozercami i nasza dieta nigdy sie nie skladala w wiekszosci z miesa. Dodatkowo istotnym aspektem jest traktowanie zwierzat przy produkcji miesa, ktore sprawia ze mieso jest gorszej jakosci a zwierzeta cierpia. Oprocz tego jest ono skrajnie niewydajne gospodarczo i przycznia sie do pogorszenia warunkow srodowiska. Jedzenie miesa szkodzi ludziom i srodowisku."
1,0,"Nie znamy większości ludzi, którzy nas otaczają. Nie znamy ich wartości moralnych,stanu psychicznego, intencji. Ludzie często kłamią by osiągnąć często tylko sobie znany cel, chcą się wzbogacić na cudzej krzywdzie. Z reguły ludzie kierują się tym by tylko sobie zrobić dobrze. Podsumowując, nie warto ufać ludziom, ponieważ nie znamy ich intencji."
0,1,"Na świecie są bez wątpienia lepsi piłkarze np. Messi, Ronaldo, Mbappe i mógłbym wymieniać ich więcej lecz pytanie dotyczyło o najlepszego polskiego piłkarza i uważam że w naszym kraju on jest najlepszy. Co do piłkarzy lepszych od niego to są to piłkarze którzy grają w lepszych ligach niż niemiecka w której on gra tj. liga angielska, hiszpańska, włoska. Piłkarzem z Polski który może być lepszy od niego w przyszłości może być Krzysztof Piątek który gra obecnie w AC Milan i prezentuje się świetnie. Także kto wie być może Piątek za parę miesięcy będzie lepszy niż Lewandowski. Świetnym polskim piłkarzem jest też Arkadiusz Milik który ma fantastyczną lewą nogę i gdyby nie męczyły go kontuzje mógłby być lepszy niż Lewandowski i nie jest powiedziane że Milik będzie lepszy od niego gdyż jest dużo młodszy a Lewandowski jest już po 30-tce.
"
1,0,"Obecność imigrantów jest szkodliwa głównie z tego względu, że zabierają nam miejsca pracy. Poza tym, bardzo nie podoba mi się, że przyjeżdżają i traktują siebie jak Polaków, w sensie uważają, że wszystko im wolno robić. A to że mają nauczyc się jezyka polskiego to też jest dla nich strasznie ciężkie. Bardzo kaleczą język polski  i nawet nie zwracają na to uwagi, a gdy zwróci i się im uwagę, to są oburzeni i twierdza, że to powinno się dostosować język do nich a nie oni do naszego języka. Mam tutaj na myśli Ukraińców. Natomiast, jeśli chodzi o Turków i Chińczyków to oni nie potrafią się nauczyć języka. A przecież są w Polsce. Ja jadąc do Anglii nie jadę z brakiem umiejętności porozumienia się w języku angielskim, bo bym sie zwyczajnie nie porozumiała. Muszę znać podstawy, by moc się dogadać. A imigranci nie chcą się uczyć polskiego a angielskiego, ale dużo jest osób, które języka angielskiego nie znają, czy to młodsi czy starsi. Podsumowując imigranci szkodzą nam i naszej gospodarce. Zabierają nam miejsca pracy i ciężko się z nimi porozumieć. 
"
0,1,"Uważam, że węgiel jest dobrem narodowym i wydobywanie go daje prace wielu ludziom, a co za tym idzie pozwala utrzymać wiele rodzin. Górnicy wydobywający węgiel szkolili się aby móc to robić i teraz zamienianie węgla na energię odnawialną (czymkolwiek ona jest) może spowodować lekki kryzys ekonomiczny. Trzeba pamiętać, że eksportujemy węgiel i na tym zarabiamy. Pewnym argumentem przeciwnym tej tezie jest smog. Tylko smog jest głównie wywolywany przez stare, zniszczone samochody i biednych lub głupich ludzi, ktorzy palą plastikiem i oponami w piecach. W tym wypadku może potrzebne są większe mandaty i filtry zamiast wywalanie jednej z filarów gospodarki? Poza tym większym problemem jest karczowanie lasów - płuc, które zamieniają CO2 na tlen. Więc zamiast wyrzucać węgiel, może warto sadzić więcej drzew, dawać większe mandaty ludziom, którzy palą w piecach plastikiem i oponami i nie dopuszczać do ruchu starych aut. W ogóle zmniejszyć ilość aut. Poza tym uważam, że wegiel daje nam pewnego rodzaju niezależność energetyczną i ekonomiczną. Kto wie, pod jakimi wpływami bylibyśmy gdybyśmy pozbyli się jednego z naszych głównych źródeł energii. W wypowiedzi zawarłem argumenty o wycinaniu drzew, zanieczyszczaniu powietrza przez palenie opon, oraz wpływie węgla na polską gospodarkę i wyżywienie rodzin.
"
0,1,"Historia ludzkości pełna jest wielkich wojen, upadków, rewolucji, zwycięstw i osiągnięć. Niezależnie czego dotyczą podane zjawiska, niemal zawsze możemy zaobserwować ich przemijanie. Zmieniają się władcy, systemy i autorytety. Na tle dziejowych zawirowań istnienie Boga jest niezaprzeczalna. Żadna rewolucja ani armia nie była w stanie skutecznie zniszczyć boskiej istoty. Niezależnie od religii czy przekonań Bóg towarzyszy nam od zawsze. Funkcjonowanie na przestrzeni wieków nie może być przecież zbudowane na kłamstwie. W innym wypadku Bóg odszedłby w zapomnienie. Nawet bestialstwo drugiej wojny światowej nie zdołało przyćmić istnienia strefy sacrum. Bóg towarzyszy nam bowiem w chwilach słabości, zna tragizm nieszczęść, ale zawsze potrafi wskazać nadzieję w przyszłości. Inspiruje artystów, odkrywców, jednoczy i wyzwala. Bóg istnieje - na wieki, wieków, amen!"
1,0,"Uważam, że dzięki takiej technice jaka obecnie funkcjonuje jest mozliwość rozwoju osobistego. Social media i smartfony pozwalają na nawiązywanie szerokich kontaktów wszędzie w kraju i zagranicą. Daje to pozytywne spojrzenie na to co nas otacza, człowiek jest otwarty, pozytywnie nastawiony do otoczenia. Z wielkim zaangażowaniem podejmuje wszelkie wyzwania i osiąga sukcesy takie o których nawet nie marzył. Dzięki tej technice relacje międzyludzkie są pozytywne i potrafimy poradzić sobie też z wszelkimi przeciwnościami. Mamy otwarte okno na świat.
"
1,0,"Kuracje Jerzego Zieby skutecznie pogagaja wyzdrowiec wielu ludziom. Wiem to z opinii nie tylko moich znajomych, osob wypowiadajacych sie w Internecie, ale przede wszystkim na podstawie wlasnych spostrzezen i zastosowanych praktyk. Dzieki dzieleniu sie wiedza, na przestrzeni kilku lat poprawilam stan funkcjonowania swego organizmu i odzyskalam sily witalne. Zwykle zapominamy, ze najprostsze, naturalne praktyki sa najbardziej skuteczne. Dzieki temu od kilku lat przestalam byc bywalcem aptek, przychodni itd. Pomimo faktu, iz Jerzy Zieba nie ma dyplomu ukonczenia studiow medycznych jestem przekonana, iz ma znacznie wieksza i bardziej doglebna wiedze od wielu lekarzy medycyny. Z reszta nie od dzis wiadomo, ze wielu z nich szuka porad, pomocy u Zieby. Podsumowujac - kuracje Jerzego Zieby zdecydowanie pomagaja ludziom wyzdrowiec.pacjentom, by ci zaczęli stosować metody zalecane przez Jerzego Ziębę. Słyszałam również o przypadkach lekarzy, którzy sugerowali pacjentom zapoznanie się z jego materiałami zamiast zalecenia leków i badań. Podsumowując, kuracje Jerzego Zięby są niebezpieczne, gdyż ludzie zastępują nimi niezbędne leczenie. Jego ""wyznawcy"" wpływają również na innych i mogą próbować sabotować ich leczenie. Jerzy Zięba ma też wpływ na niektórych lekarzy."
1,0,"Wszyscy bogowie są wymysłami ludzkich społeczności, które w dawnych czasach nie były w stanie wytłumaczyć wielu naturalnych zjawisk. 
Człowiek, który nie wiedział czemu w trakcie burzy z nieba uderzają pioruny, był przerażony tymi nagłymi wyładowaniami elektrycznymi. Krył się więc w jaskini, poszukując najbardziej racjonalnych wytłumaczeń tych potężnych rozbłysków, na jakie było go stać. Brak wiedzy i możliwości poznania rzeczywistych przyczyn zjawiska, poskutkował wymyślaniem fikcyjnych, magicznych wytłumaczeń. Malowidła naścienne w jaskiniach, hieroglify, mitologie grecka, celtycka czy też nordycka - obecnie traktowane są jako ""ciekawe"" źródła inspiracji dla pisarzy i twórców, a dla współczesnych im ludów były zbiorami wierzeń, tak jak dla teraźniejszych katolików czy muzułmanów Biblia albo Koran. Jedyną różnicą między dawnymi a obecnymi wyznaniami jest fakt, że rządni władzy i wpływów kapłani największych religii przekształcili je w posiadające struktury instytucje. Instytucje, które nie pozostawiają swoim wiernym zbyt wiele pola do prawdziwej, uczciwej wobec samych siebie duchowej refleksji, a służą jedynie kontroli.
Podsumowując, wszyscy bogowie są jedynie narzędziami swoich religii, służącymi do manipulowania umysłami prostych wyznawców, dlatego antyteizm jest najbardziej właściwym poglądem religijnym."
0,1,"Aborcja powinna być legalna. Kobieta powinna mieć prawo do wyboru, co się dzieje z jej ciałem, to podstawowe prawo człowieka. Kobiety nie można zmuszać, aby ""donosiła"" ciążę wbrew jej woli, oczywiście szczególnie w przypadku, gdy ciąża jest wynikiem gwałtu, albo kobieta jest niepełnoletnia, wtedy to po prostu nieludzkie, i może z tego wyniknąć poważna trauma, co jest niebezpieczne dla zdrowia psychicznego kobiety, które powinno się chronić przede wszystkim. Co więcej uważam, że aborcja powinna być dozwolona także w innych sytuacjach niż wymienione, czyli po prostu zawsze, gdy kobieta sobie tego życzy, jako że tylko ona powinna móc decydować o sobie i o tym czy chce mieć dziecko czy nie. Urodzenie dziecka w takiej sytuacji może sprawić że nie będzie ono miało odpowiednich warunków do rozwoju, więc na dłuższą metę także by ucierpiało. Podsumowując, aborcja powinna być zawsze legalna, bo kobiety powinny mieć prawo o sobie decydować, dla swojego dobra, a także dla dobra społeczeństwa."
1,0,"Ja myślę, że jedzenie mięsa jest bardzo zdrowe, ponieważ mieso jest swietnym zrodlem bialka. mieso jest pozatym bardzo smaczne gdy je odpowiednio sie przyprawi. mieso jest bardzo dobre dla osob ktore buduja mase miesniowa. tak wogole to wydaje mi sie ze bez miesa to bardzo ciezko byloby żyć. mięso jest bardzo dobre w panierce, np jak też kupujemy kurczaki w kfc to ta panierka tak fajnie chrupie i mieso pod panierka jest soczyste. ja jem mieso od zawsze i   nigdy miesem sie nie zatrułem poniewaz mieso jest zdrowe i nic nie ma w nim szkodliwego. kazdy kto je mięso ten wie, że wygrał życie.
 tak wiec podsumuwujac mieso musi byc bo bez miesa nie m nic."
1,0,"Uważam, że Jerzy Zięba wprowadza ludzi w błąd przez co naraża ich na duże niebiezpieczeństwo pogorszenia stanu zdrowia a nawet śmierci. Jest to ""lekarz"", który odrzuca konwencjonalne metody leczenia nowotworów na rzecz metod naturalnych. Twierdzenie, że chemio czy też radioterapia są szkodliwe i nie przynoszą żadnych rezultatów jest niezgodne chociażby ze statystykami, gdyby to była prawda to co powiemy o tych wszystkich ludziach, którzy zostali wyleczeni poddając się własnie ww metodom? Nastąpił cud? Mieli szczęście? Można sie zgodzić, że jest to trujące i ciężkie dla organizmu, że lecząc się z nowotworu w ten sposób uszkadzamy inne organy ale nikt temu nie zaprzecza - lekarze czy koncerny farmaceutyczne nie twierdzą, że jest to zdrowe ale na pewno jest to jedyny spposób na ten momentt aby pokonać chorobę i móc normalnie funkcjonować. Zgodzić się mogę jedynie z tym, że wlewy witaminowe czy inne specyfiki stosowane przez p. Ziębę mogą wspomóc leczenie i być dodatkiem który nie zaszkodzi, jednak całkowita rezygnacja ze standardowych protokołów leczenia nie doprowadzi do poprawy ich zdrowia a może je tyko zdewastować a później będzie już za późno ana podjęcie właściwej terapii."
0,1,"Dzisiaj ciężko zauważyć ludzi w restauracji, którzy siedzą i ze sobą rozmawiają. Zawsze telefon leży obok talerza, a jemy z myslą że być może przyjdzie jakieś wazne powiadomienie. Zamiast skupić się na jedzeniu, czy innym zdarzeniu skupiamy się na tym co wrzucimy do sieci i jak przerobimy zdjęcie filtrem, aby otrzymało najwięcej lajków. Social media sprawiają, że zapominamy o tym co to jest chwila, słuchamy koncertu i zamiast zapamiętać naszą ulubioną piosenkę, przeżyć ją i świetnie się bawić, to najwazniejsze jest, aby nagrać ją, zazwyczaj nie dla siebie, a skupiamy się na tym by wrzucić ją do sieci, a nasi znajomi zazdrościli nam, że zobaczylismy koncert na żywo. Social media kreują zazdrość pomiędzy ludźmi. Wdzimy coś u kogoś i sami chcemy to mieć. Szybkość przesyłanych informacji wpływa, że przestaliśmy pisać listy. Przez zapatrzenie w telefon możemy spowodować wypadek, skupiając się na ekranie smartfona nie spoglądamy na to co dzieje się dookoła. Social media zdominowały wszystkie dziedziny naszego zycia na tyle, że gonimy często za tym, na czym nie powinniśmy się skupiać.  PODSUMOWANIE: Social media sprawiły, że ludzie nie potrafią skupić się na sobie, na kontakcie fizycznym. Powodują, że łatwiej załatwić nam coś przez messengera niż spotkać się w cztery oczy i wypić kawę. Przez social media staliśmy się zwyczajnie leniwi."
0,1,"Do ludzi należy mieć zaufanie , nie być skrytym, mówić o swoich problemach bo to przynosi ulgę, można usłyszeć dobrą radę od kogoś i poradzić sobie szybciej w trudnej sytuacji. Np. kobiety które doświadczają przemocy domowej często wstydzą się tego i trzymają to dla siebie. W takiej sytuacji dręczyciel czuje się bezkarny i to może trwać latami. Kobieta powinna komuś o tym powiedzieć kto pomoże jej szukać pomocy, da jej oparcie i pokrzepienie. Człowiek jest istotą społeczną i potrzebuje kontaktów z innymi dla swojego zdrowia psychicznego, należy być otwartym optymistycznym i beztroskim.Gdyby ludzie w ogóle sobie nie ufali nic nigdy nie byliby w stanie wspólnie zbudawać."
0,1,"Uważam, że Polska powinna zatrzymać napływ imigrantów, bo ich obecność tutaj jest nieznośna. Po pierwsze, oni zabieraja miejsca pracy u Polaków. W takich miejscach jak restauracje, hotele lub sklepy częściej można się spotkać imigrantów, niż naszych ludzi. Z drugiej strony, imigranci studenci zabierają miejsca na uczelniach publicznych, studiując bezpłatnie, a Polacy muszą płacić za swoje studia. A jeszcze oni zanieczyszczają język polski, bo mówią nieprawidłową polszczyzną. Podsumowując, musimy ograniczyć wjazd emigrantów do Polski, ponieważ oni są szkodliwe w sferach pracy, nauki i języka."
0,1,"Zgodziłabym się na przyjęcie imigrantów ale pod pewnymi warunkami .Musieli by być rejestrowani na podstawie swoich dokumentów oraz sprawdzani pod kątem przeszłości kryminalnej i powiązań z organizacjami terrorystycznymi. Imigranci powinni zamieszkać w ośrodkach dla swojej społeczności oraz wykazywać chęć przyznaleznosci do kraju, który wybrali. wazne żeby chcieli się socjalizowac - podjąć pracę, uczyć."
0,1,"Nie widze nic niestosownego w jedzeniu miesa poniewaz od zawsze czlowiek sie nim zywil. Zwierzeta hodowalne z definicji zostaly stworzone po to by zaspokajac potrzeby czlowieka. A te, chocby nawet po rodzaju uzebiienia widac,ze moga opierac sie na konsumpcji miesa. Nie widze nic niestosownego w zabijaniu zwierzat. Jest to naturalny proces wynikajacy z tego,ze stoimi na samej gorze piramidy zywnosciowej. Nie bedziemy przeciez zjadac samych siebie. Ponadto wspolczesna technologia jest juz na  tyle rozwinieta, ze minimializuje sie cierpienie zwierzat w momencie ich zabijania. Poza tym jest to swoista antropomorfizacja w momencie kiedy mowimy o  odczuwaniu zwierzat podobnym do tego jakie my-ludzie posiadamy. Co wiecej-jedzenie miesa jest absolutnie wskazane poprzez zawartosc chocby bialka, ktore jest istotnym elemetem skladowym naszej diety, a ktore w zaden sposob nie moze byc zastapione bialkiem zwierzecym. W koncu dieta jest moja osobista sprawa i nitk nie powinien miec prawa narzucac mi swojego swiatopogladu w tym temacie. Tak jak ja nie obrzydzam wegetarianom i weganom ich diety, tak nie zycze sobie, by mnie-miesozernego okreslano mianem mordercy zwierzat.  Podsumowujac: ludzie od wiekow jedli mieso. W zasadzie od zawsze. I nitk nie bedzie mi teraz nagle wmawial,ze spozywanie miesa jest nieetyczne. Co za wolnomislicielska bzdura!"
0,1,"Ewa Chodakowska jest najskuteczniejszą trenerką w Polsce, ponieważ w sposób prosty i przychylny jest wstanie wytłumaczyć wiele tematów związanych ze zdrowym trybem życia. Posiada wiedzę ze szerokiej dziedziny sportu, diety, stylu życia. Podczas nagrań z ćwiczeniami jakie udostępnia w social mediach zawsze czuć jej zapał i zaangażowanie. Potrafi skutecznie zmotywować w taki sposób, że osoba która ćwiczy razem z nią jest w pełni zaangażowana. Każdy dobry trener wg mnie powinien mieć wiedzę nie tylko z zakresu sportu ale również poszerzoną o inne sfery życia. Chociażby o zdrowe odżywianie. Jak powszechnie wiadomo same ćwiczenie nie gwarantują sukcesu, potrzebna jest do tego odpowiednia dieta. Ewa Chodakowska jest specjalistką również w tej dziedzinie. Swoim klientom oprócz solidnej dawki ćwiczeń jest wstanie przygotować również materiał dietetyczne z licznymi poradami co i jak jeść i czym można zastępować produkty niezdrowe zdrowymi przekąskami. Na jej stronie można znaleźć mnóstwo przepisów, które cieszą zarówno oko jak i kubki smakowe. Co więcej Ewa świetnie wtapia w role psychologa, co niestety nie posiada wielu trenerów personalnych.Potrafi nie tylko zmotywować do poprawy codziennych nawyków na zdrowe ale również zachęcić do zmiany stylu życia na zdrowy. Pokazując że zdrowy styl życia nie wiążę się tylko z drastyczną dietą, morderczymi treningami ale to przede wszystkim smaczne jedzenie, lepszy nastrój i więcej energii w ciągu całego dnia. Z jej wiedzy i umiejętności może korzystać każdy kto tylko ma chęć i chwilę czasu. Nie wymaga to wizyty w profesjonalnej siłowni czy sali. W zupełności jako trener Ewa Chodakowska może być w domu każdego z nas. Wystarczy mieć internet.
"
1,0,"W kontaktach z ludźmi ostrożności nigdy za wiele. Jest wielu złodziei, przestępców. Ludzie są fałszywi. Często udają, że Cię lubią tylko po to, żeby coś zyskać (np. aby im pomóc). Znam takie sytuacje kiedy nastolatce koleżanka podłożyła do napoju pigułkę gwałtu. Trudno stwierdzić czy znajomy naprawdę Cię lubi czy tylko udaje. Co więcej, przez kontakt z ludźmi można się zarazić chorobami, ostatnio ""szaleje"" epidemia koronawirusa. Na drodze dochodzi do wielu wypadków, przede wszystkim dlatego, że kierowcy nie przestrzegają przepisów ruchu drogowego i zażywają alkohol przed prowadzeniem pojazdu. Podsumowując, nie można ufać ludziom, ponieważ mogą stwarzać dla nas niebezpieczeństwo, czasem myślą tylko o sobie."
1,0,"Na podstawie swoich osobistych doswiadczen, uwazam, ze koncerny medyczne to jedna wielka Mafia. 
Szczepionki sa zanieszczyszone metalami ciezkimi i powoduja szkodliwe powiklania, a czesc z nich nie jest w pelni przepadana.
Czlonek mojej rodziny, ma stwierdzony autyzm w zwiazku z powiklaniami po szczepianiach, nie jest to odosobniony przypadek.
Na calym swiecie, powstaja fundusze, ktore wyplacaja odszkodowania dla osob, ktore dotkniete sa NOP.

Kazdy powinien miec wybor, nie mozna nikogo zmuszac do decydowania o swoim zdrowiu."
1,0,"Polska powinna przyjmować imigrantów, ponieważ są to ludzie potrzebujący pomocy. Pomimo pewnych różnic kulturowych, są cierpiącymi ludźmi. Problemy organizacyjne nie powinny być przeszkodą do przyjmowania przez Polskę imigrantów, ponieważ takie problemy rząd powinien umieć rozwiązywać. Polska może nie jest najbogatszym krajem, ale nie jest też najbiedniejszym. Stać nas, żeby pomóc innym, zwłaszcza, że w przeszłości inni pomagali Polakom na świecie. poza tym, taj jak Polacy na świecie stają się członkami innych społeczności, wnoszącymi do nich swoją pracę, doświadczenia i umiejętności, kulturę - tak emigranci mogą stać się członkami polskiego społeczeństwa.
Podsumowując, pomimo trudności i wyzwań, jakie niesie przyjmowanie imigrantów do Polski, należy to robić, ponieważ potrzebują pomocy, której nasz kraj jest im w stanie udzielić."
1,0,"Aborcja powinna być zakazana. Jest ona morderstwem, jako że płód rozwijający się w ciele kobiety jest istotą żywą, posiadającą ludzkie DNA, a więc jest człowiekiem. Jeśli temu zaprzeczymy, i ustanowimy jakąś granicę między momentem gdy płód nie jest jeszcze człowiekiem, a momentem gdy się nim stanie, to każda taka granica, poza momentem zapłodnienia komórki będzie arbitralna i narzucona przez taką czy inną ideologię. A więc obiektywnie, naukowo rzecz biorąc, płód już od momentu poczęcia jest istotą ludzką, a skoro tak to przysługują mu prawa człowieka, a zabicie go jest morderstwem i nie powinno być legalne. Matka nie może decydować o pozbawieniu życia dziecka, niezależnie od tego o jak wczesnej fazie rozwoju jest mowa. Nawet w przypadkach gdy aborcja jest wynikiem gwałtu, albo gdy matka jest nieletnia, nie stanowi to wystarczającego powodu aby pozbawić innego człowieka życia. Co więcej w przypadku gdy zagrożone jest życie matki, i aby je ocalić należy pozbawić życia dziecka, wtedy takie odebranie życia nie jest w rozumieniu praw człowieka aborcją i zarazem morderstwem, jako że dozwolone jest poświęcenie życia ludzkiego, jeśli zależy od tego inne życie. Podsumowując, zgodnie z nauką człowiek jest człowiekiem już od pierwszych stadiów rozwoju prenatalnego, a więc zgodnie ze wszystkimi prawami człowieka na których opiera się nasza cywilizacja powinny mu przysługiwać pewne prawa, z których podstawowym jest prawo do życia, a więc aborcja powinna być zakazana."
1,0,"Uważam, że smartfony i social media negatywnie wpływają na relacje międzyludzkie. Dają złudne wrażenie kontaktu z drugim człowiekiem. Rozmowa przez internet nie jest w stanie zastąpić spotkania czlowieka twarzą w twarz. Ludzie tworzą nierealne wersje swojej osoby w internecie. Szybkość i łatwość komunikacji poprzez social media prowadzą do zaniku umiejętności rozmowy z drugim człowiekiem. Rozwój technologi stanowi zagrożenie dla relacji międzyludzkich."
1,0,"Ateisci twierdza ze swiat powstal od wielkiego wybuchu a nie za sprawa Boga. Wszystko byloby ok, ale jednak aby doszlo do wybuchu skads musiala wziac sie materia. Te wszystkie pierwiastki i zwiazki chemiczne nie wziely sie ot tak po prostu. Moze swiat i powstal w wyniku wybuchu, ale to co bylo przed wybuchem jest dzialalnoscia Boga. Zapewne on przyczynil sie do wielkiego wybuchu i dal zycie na naszej planecie. Wiele cudow ktore sie dzieja nie moga sie dziac tak po prostu, bo nie ma na wiele rzeczy naukowych dowodow, wiele spraw zaskakuje samych naukowcow."
0,1,"Uważam, że ogólnie rzecz biorąc większości ludzi można ufać, ponieważ ponad połowa społeczeństwa jest szczera w trakcie rozmowy. Ludzie nie potrafią kłamać, więc też coraz rzadziej to robią. Myślę, że większość osób jest godna zaufania, bo nikt nie chciałby zostać oszukany (wg powiedzenia ""Jak Bóg Kubie, tak Kuba Bogu""). Każdy z nas liczy na zaufanie u drugiej osoby, więc odwzajemniamy się tym samym. Tak jak wcześniej wspomniałam, moim zdaniem większości ludzi można ufać, ponieważ nikt tak naprawdę nie ma na celu oszukania nas."
